0.06203559702782098 0.07395887333678935 0.0924485916709867 0.279419388284085 0.492137549680318
exchang 0.0005370280865689275 0.0010237804439974137 0.007031584964984993 0.003733608547838757 0.0006833199033037873
end 0.0015752823872688543 0.0012393131690495007 0.0011576389881377733 0.0006146794560466245 0.0037066881547139405
dividend 3.5801872437928506e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00611764705882353
record 0.00017900936218964253 0.0010417415044184208 0.0008575103615835358 0.00045531811559009226 0.005273166800966962
tonn 0.0004475234054741063 0.01656009770816869 1.4291839359725597e-05 7.588635259834871e-06 9.024979854955681e-05
first 0.0013425702164223188 0.0009160140814713701 0.001129055309418322 0.0005995021855269548 0.003216760676873489
earn 0.00032221685194135655 8.980530210503628e-05 0.00017150207231670717 9.106362311801845e-05 0.005253827558420628
may 0.0012351645991085334 0.0028558086069401536 0.001271973703015578 0.0006753885381253035 0.0026688154713940372
increas 0.002488230134436031 0.00202959982757382 0.0011147634700585966 0.00059191355026712 0.002868654311039484
ltd 0.0008234430660723556 5.388318126302177e-05 0.0002715449478347863 0.00014418406993686256 0.0024238517324738115
buy 0.0005370280865689275 0.0015266901357856167 0.0016435615263684436 0.0008726930548810102 0.00028364222401289284
agreement 0.0009666505558240696 0.0016883396795746822 0.0027011576389881376 0.0014342520641087908 0.00036099919419822725
interest 0.0009487496196051053 0.0005029096917882032 0.0027726168357867656 0.001472195240407965 0.0013601933924254634
month 0.0023450226446843168 0.002101444069257849 0.002586822924110333 0.0013735429820301117 0.001766317485898469
total 0.0016826880045826397 0.0029096917882031753 0.0013291410604544804 0.000705743079164643 0.001347300564061241
offici 0.0031326638383187442 0.003915511171779582 0.0035015006431327713 0.0018592156386595434 0.00019339242546333602
plan 0.0015394805148309257 0.0012931963503125224 0.0007145919679862799 0.0003794317629917436 0.0013086220789685738
result 0.0006802355763206416 0.0010237804439974137 0.0006288409318279262 0.0003338999514327343 0.0034875100725221594
th 0.00017900936218964253 1.7961060421007258e-05 0.00011433471487780477 6.070908207867897e-05 0.004873489121676068
sharehold 8.950468109482126e-05 5.388318126302177e-05 4.287551807917679e-05 2.2765905779504613e-05 0.0015793714746172441
stg 0.00030431591572239227 0.0003951433292621596 0.006617121623552952 0.0035135381253035454 0.0013086220789685738
acquir 0.0002327121708465353 1.7961060421007258e-05 2.8583678719451193e-05 1.5177270519669742e-05 0.00038678485092667205
wheat 3.5801872437928506e-05 0.013776133342912566 2.8583678719451193e-05 1.5177270519669742e-05 6.446414182111201e-06
say 0.0025240320068739596 0.0012393131690495007 0.003673002715449478 0.001950279261777562 0.0005221595487510072
current 0.0012888674077654262 0.0017063007399956893 0.0023581534943547234 0.0012521248178727538 0.0016760676873489122
acquisit 0.00017900936218964253 3.5922120842014515e-05 1.4291839359725597e-05 7.588635259834871e-06 0.0008509266720386785
export 0.0028641497950342805 0.007956749766506215 0.0015149349721309132 0.0008043953375424964 0.00018049959709911362
board 0.00021481123462757103 0.001059702564839428 0.000600257253108475 0.0003187226809130646 0.0012957292506043513
invest 0.0008592449385102841 0.0002873769667361161 0.0007431756467057311 0.0003946090335114133 0.001540692989524577
common 0.00012530655353274977 0.0001257274229470508 0.00025725310847506073 0.00013659543467702768 0.0013795326349717969
gain 0.0005191271503499633 0.0001975716646310798 0.0004859225382306703 0.00025801359883438564 0.003822723609991942
today 0.002488230134436031 0.0012033910482074862 0.0037158782335286553 0.0019730451675570664 0.0005157131345688961
sell 0.0008055421298533913 0.0005208707522092104 0.0010004287551807919 0.000531204468188441 0.00033521353746978244
week 0.002649338560406709 0.003502406782096415 0.0025296555666714307 0.0013431884409907723 0.00041257050765511685
intern 0.0010919571093568193 0.0006645592355772685 0.001700728883807346 0.0009030475959203497 0.0011990330378726832
set 0.0007518393211964986 0.0008980530210503628 0.0021723595826782906 0.0011534725594949005 0.002385173247381144
propos 0.0011993627266706048 0.0017242618004166966 0.0009003858796627125 0.0004780840213695969 0.0005028203062046737
analyst 0.0018079945581153895 0.001059702564839428 0.0013720165785336574 0.0007285089849441476 0.001153908138597905
pay 0.0006623346401016773 0.0003232990875781306 0.00037158782335286553 0.00019730451675570665 0.0033327961321514906
stake 0.00016110842597067828 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00034165995165189364
secur 0.0006086318314447845 8.980530210503628e-05 0.0016006860082892669 0.0008499271491015056 0.0008380338436744561
three 0.0012530655353274976 0.001257274229470508 0.0011147634700585966 0.00059191355026712 0.00209508460918614
six 0.0005907308952258203 0.0004490265105251814 0.0016435615263684436 0.0008726930548810102 0.0026559226430298145
tax 0.0022913198360274244 0.00034126014799913787 0.0007860511647849078 0.0004173749392909179 0.0029008863819500403
govern 0.0025956357517498167 0.0024427042172569867 0.0029012433900242962 0.0015404929577464788 0.00026430298146655923
avg 1.7900936218964253e-05 8.980530210503628e-05 1.4291839359725597e-05 7.588635259834871e-06 0.004280419016921837
five 0.0011098580455757836 0.000987858323155399 0.0011576389881377733 0.0006146794560466245 0.0020821917808219177
hold 0.0006623346401016773 0.00023349378547309434 0.0010718879519794197 0.0005691476444876154 0.0006639806607574536
cash 0.0004475234054741063 0.0009339751418923774 0.0003287123052736887 0.00017453861097620205 0.0011603545527800161
busi 0.00026851404328446377 0.0004131043896831669 0.0006431327711876519 0.0003414885866925692 0.0014955680902497986
prior 8.950468109482126e-05 0.0001616495437890653 2.8583678719451193e-05 1.5177270519669742e-05 0.0038033843674456086
currenc 8.950468109482126e-05 0.00035922120842014514 0.008089181077604687 0.004295167557066537 0.00024496373892022563
nation 0.0016826880045826397 0.0010776636252604354 0.0033728740888952407 0.0017909179213210296 0.000547945205479452
purchas 0.0005012262141309991 0.0014189237732595732 0.0010147205945405173 0.0005387931034482759 0.00032876712328767124
could 0.0016647870683636754 0.0020834830088368415 0.002058024867800486 0.0010927634774162214 0.00048348106365834006
told 0.0017363908132395323 0.0013650405919965515 0.0019579819922824065 0.0010396430305973773 0.0007606768734891217
foreign 0.0020049048565239963 0.0005747539334722322 0.004273259968557953 0.0022690019426906266 0.0004963738920225624
merger 7.160374487585701e-05 5.388318126302177e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00019339242546333602
system 0.00042962246925514207 0.0005927149938932395 0.002615406602829784 0.0013887202525497814 0.0008896051571313457
div 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.0038485092667203866
meet 0.0018616973667722823 0.0011315468065234572 0.002086608546519937 0.0011079407479358911 0.0007155519742143432
approv 0.00032221685194135655 0.0008800919606293555 0.00021437759039588395 0.00011382952889752307 0.0008702659145850121
make 0.0008055421298533913 0.0013830016524175588 0.0009718450764613406 0.0005160271976687713 0.0008896051571313457
financi 0.0003401177881603208 0.0002514548458941016 0.001171930827497499 0.0006222680913064594 0.0013344077356970186
japan 0.00039382059681721356 0.0008800919606293555 0.005502358153494355 0.0029216245750364254 0.00018049959709911362
state 0.002434527325779138 0.0024786263380990013 0.001271973703015578 0.0006753885381253035 0.00047703464947622886
agre 0.0008771458747292483 0.0004490265105251814 0.0015721023295698156 0.0008347498785818358 0.00018694601128122482
manag 0.00039382059681721356 0.0003951433292621596 0.0007860511647849078 0.0004173749392909179 0.0007091055600322321
american 0.0006444337038827131 0.00034126014799913787 0.00037158782335286553 0.00019730451675570665 0.0010185334407735696
grain 1.7900936218964253e-05 0.009860622171132984 1.4291839359725597e-05 7.588635259834871e-06 1.9339242546333602e-05
firm 0.0008771458747292483 0.00023349378547309434 0.0007860511647849078 0.0004173749392909179 0.00045124899274778406
nine 0.00016110842597067828 0.00035922120842014514 0.00024296126911533514 0.00012900679941719282 0.002887993553585818
complet 0.0005012262141309991 0.0002873769667361161 0.00014291839359725596 7.588635259834871e-05 0.00039323126510878325
major 0.0007697402574154628 0.0015087290753646096 0.002472488209232528 0.0013128338999514328 0.0006446414182111201
ad 0.001915400175429175 0.001185429987786479 0.0014577676146920108 0.0007740407965031569 0.0008444802578565673
tender 5.370280865689276e-05 0.0016164954378906531 0.0006860082892668287 0.0003642544924720738 5.1571313456889607e-05
yen 0.00016110842597067828 3.5922120842014515e-05 0.0062598256395598115 0.0033238222438076734 0.00045769540692989526
reserv 0.0028104469863773876 0.0006106760543142467 0.003158496498499357 0.0016770883924235066 0.0004899274778404513
continu 0.0012530655353274976 0.0009160140814713701 0.001171930827497499 0.0006222680913064594 0.0011087832393231265
gener 0.0008592449385102841 0.0008262087793663338 0.0005002143775903959 0.0002656022340942205 0.001057211925866237
mark 3.5801872437928506e-05 0.0001616495437890653 0.002729741317707589 0.0014494293346284605 0.0015664786462530219
credit 0.00042962246925514207 0.001185429987786479 0.0010004287551807919 0.000531204468188441 0.0016760676873489122
estim 0.0014320748975171402 0.0027660033048351176 0.0012148063455766757 0.0006450339970859641 0.0008380338436744561
bid 0.00039382059681721356 0.000987858323155399 0.0004716306988709447 0.00025042496357455073 0.00011603545527800161
level 0.0016647870683636754 0.0014189237732595732 0.0028869515506645704 0.001532904322486644 0.0006833199033037873
made 0.0007876411936344271 0.001329118471154537 0.0008718022009432614 0.00046290675084992717 0.0006833199033037873
barrel 0.00837763815047527 1.7961060421007258e-05 5.7167357438902387e-05 3.0354541039339484e-05 7.735697018533441e-05
rais 0.0021660132824946744 0.0004669875709461887 0.000600257253108475 0.0003187226809130646 0.0010120870265914585
loan 0.0007876411936344271 0.0010237804439974137 0.0004859225382306703 0.00025801359883438564 0.0014053182917002417
rise 0.0017363908132395323 0.0008262087793663338 0.0025296555666714307 0.0013431884409907723 0.0009863013698630137
earlier 0.0009845514920430339 0.0009698972627343918 0.001029012433900243 0.0005463817387081107 0.001192586623690572
take 0.0008234430660723556 0.0008262087793663338 0.0017293125625267973 0.0009182248664400194 0.0005157131345688961
announc 0.0006981365125396058 0.000772325598103312 0.0006288409318279262 0.0003338999514327343 0.0006639806607574536
asset 0.00012530655353274977 1.7961060421007258e-05 0.0003144204659139631 0.00016694997571636716 0.001024979854955681
issu 0.0006444337038827131 0.0008262087793663338 0.00120051450621695 0.0006374453618261292 0.0008573730862207897
term 0.0004833252779120348 0.0004490265105251814 0.0009289695583821638 0.0004932612918892666 0.00047703464947622886
corn 7.160374487585701e-05 0.008136360370716286 1.4291839359725597e-05 7.588635259834871e-06 6.446414182111201e-06
becaus 0.0016110842597067826 0.0015626122566276314 0.0013720165785336574 0.0007285089849441476 0.0006639806607574536
four 0.0008055421298533913 0.000772325598103312 0.0006145490924682007 0.00032631131617289947 0.0015987107171635778
chang 0.0011635608542326765 0.0013111574107335297 0.0019722738316421324 0.0010472316658572123 0.0008831587429492345
period 0.0005012262141309991 0.0011495078669444645 0.0007431756467057311 0.0003946090335114133 0.0018436744560838033
close 0.0011635608542326765 0.0004490265105251814 0.0013720165785336574 0.0007285089849441476 0.000547945205479452
import 0.002649338560406709 0.0034664846612544003 0.0012290981849364013 0.0006526226323457989 0.00016116035455278002
time 0.001074056173137855 0.0012213521086284933 0.0015292268114906389 0.0008119839728023313 0.0005672844480257857
countri 0.002416626389560174 0.0020475608879948273 0.0023152779762755466 0.001229358912093249 0.00018694601128122482
money 8.950468109482126e-05 8.980530210503628e-05 0.006202658282120909 0.003293467702768334 6.446414182111201e-05
cost 0.0010561552369188908 0.0013830016524175588 0.0003144204659139631 0.00016694997571636716 0.001701853344077357
capit 0.00035801872437928506 0.0001257274229470508 0.0009718450764613406 0.0005160271976687713 0.001192586623690572
world 0.0018079945581153895 0.0016524175587326675 0.0009718450764613406 0.0005160271976687713 0.0005157131345688961
crude 0.007697402574154628 5.388318126302177e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00015471394037066882
subsidiari 0.0004475234054741063 5.388318126302177e-05 4.287551807917679e-05 2.2765905779504613e-05 0.0007735697018533441
franc 0.00017900936218964253 0.0005029096917882032 0.0020437330284407604 0.0010851748421563867 0.001353746978243352
ga 0.0037591966059824927 3.5922120842014515e-05 2.8583678719451193e-05 1.5177270519669742e-05 0.0007929089443996776
qtli 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.002887993553585818
dealer 7.160374487585701e-05 0.0003771822688411524 0.0052022295269401175 0.0027622632345798933 5.801772763900081e-05
ani 0.001074056173137855 0.0013470795315755442 0.0010575961126196942 0.0005615590092277804 0.00038678485092667205
cut 0.001270966471546462 0.0011135857461024498 0.002472488209232528 0.0013128338999514328 0.0006059629331184529
feder 0.0005549290227878918 0.0004490265105251814 0.001772188080605974 0.0009409907722195241 0.000547945205479452
around 0.0010382543006999265 0.0008980530210503628 0.00334429041017579 0.00177574065080136 0.00034810636583400484
split 3.5801872437928506e-05 8.980530210503628e-05 2.8583678719451193e-05 1.5177270519669742e-05 0.002720386784850927
februari 0.002058607665180889 0.0010776636252604354 0.001629269687008718 0.0008651044196211754 0.0006510878323932312
statement 0.0011635608542326765 0.0004131043896831669 0.0007288838073460054 0.00038702039825157843 0.0007091055600322321
servic 0.0004654243416930706 0.0003771822688411524 0.0003287123052736887 0.00017453861097620205 0.0009347300564061241
central 0.00025061310706549954 0.0002514548458941016 0.004987851936544233 0.00264843370568237 0.00016760676873489122
depart 0.0008950468109482126 0.004131043896831669 0.0002715449478347863 0.00014418406993686256 0.00022562449637389203
see 0.0008055421298533913 0.0005927149938932395 0.0008718022009432614 0.00046290675084992717 0.0016309427880741338
declin 0.0013425702164223188 0.000628637114735254 0.0015435186508503645 0.0008195726080621661 0.0007800161160354552
control 0.0002327121708465353 0.0003232990875781306 0.000671716449907103 0.00035666585721223895 0.00025141015310233683
lower 0.0009487496196051053 0.001257274229470508 0.0009861369158210662 0.0005236158329286061 0.001282836422240129
day 0.0030073572847859943 0.0006106760543142467 0.0014720594540517365 0.0007816294317629917 0.00016116035455278002
spokesman 0.001270966471546462 0.000772325598103312 0.0007145919679862799 0.0003794317629917436 0.00032876712328767124
valu 0.0004833252779120348 0.0006106760543142467 0.0008003430041446334 0.0004249635745507528 0.0005608380338436744
chairman 0.00035801872437928506 0.00035922120842014514 0.0004859225382306703 0.00025801359883438564 0.0007800161160354552
futur 0.0011993627266706048 0.0016524175587326675 0.0012862655423753037 0.0006829771733851384 0.0005092667203867848
produc 0.002559833879311888 0.002370859975572958 0.00022866942975560955 0.00012141816415735794 0.00026430298146655923
incom 0.00017900936218964253 0.0003951433292621596 0.00017150207231670717 9.106362311801845e-05 0.002114423851732474
januari 0.001270966471546462 0.000772325598103312 0.0014006002572531085 0.0007436862554638174 0.0009476228847703465
compar 0.0007160374487585701 0.0009698972627343918 0.001029012433900243 0.0005463817387081107 0.0013279613215149073
exclud 0.00014320748975171402 0.00014368848336805806 7.145919679862798e-05 3.7943176299174355e-05 0.0023271555197421434
sourc 0.0012530655353274976 0.002155327250520871 0.0015435186508503645 0.0008195726080621661 7.091055600322321e-05
rose 0.0012530655353274976 0.0005029096917882032 0.0008432185222238102 0.0004477294803302574 0.0012957292506043513
mth 1.7900936218964253e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.0025269943593875907
financ 0.0003759196605982493 0.00017961060421007257 0.0017864799199656996 0.0009485794074793589 0.00042546333601933925
presid 0.0016826880045826397 0.0004849486313671959 0.0007145919679862799 0.0003794317629917436 0.000547945205479452
outstand 5.370280865689276e-05 5.388318126302177e-05 0.00014291839359725596 7.588635259834871e-05 0.000547945205479452
revenu 0.0011456599180137122 0.00014368848336805806 2.8583678719451193e-05 1.5177270519669742e-05 0.001411764705882353
develop 0.00155738145104989 0.0005029096917882032 0.0007860511647849078 0.0004173749392909179 0.0007348912167606769
commiss 0.0002327121708465353 0.0013650405919965515 0.00012862655423753037 6.829771733851384e-05 0.00035455278001611605
due 0.0008592449385102841 0.0008441698397873411 0.000814634843504359 0.0004325522098105877 0.0010056406124093473
befor 0.0009308486833861411 0.0004131043896831669 0.001243390024296127 0.0006602112676056338 0.0008186946011281225
fund 0.00017900936218964253 0.0001616495437890653 0.002158067743318565 0.0011458839242350655 0.0006059629331184529
receiv 0.00028641497950342805 0.0010237804439974137 0.00020008575103615836 0.0001062408936376882 0.00046414182111200646
fall 0.0010024524282619982 0.0012033910482074862 0.002129484064599114 0.0011307066537153958 0.0006059629331184529
payment 0.0004475234054741063 0.00202959982757382 0.0006431327711876519 0.0003414885866925692 0.0007284448025785656
sinc 0.0009308486833861411 0.0011495078669444645 0.0015149349721309132 0.0008043953375424964 0.00041257050765511685
growth 0.00042962246925514207 0.00030533802715712333 0.0018865227954837787 0.001001699854298203 0.0011023368251410154
recent 0.0008950468109482126 0.0010776636252604354 0.0014006002572531085 0.0007436862554638174 0.00041257050765511685
debt 0.0005907308952258203 5.388318126302177e-05 0.0011576389881377733 0.0006146794560466245 0.0009411764705882353
opec 0.006354832357732309 1.7961060421007258e-05 2.8583678719451193e-05 1.5177270519669742e-05 6.446414182111201e-06
reduc 0.0006802355763206416 0.001329118471154537 0.0009146777190224382 0.00048567265662943174 0.0007864625302175665
japanes 0.0004654243416930706 0.00035922120842014514 0.0025010718879519794 0.0013280111704711025 0.00013537469782433522
canada 0.0010561552369188908 0.0009519362023133846 0.0009003858796627125 0.0004780840213695969 0.0005350523771152296
higher 0.001127758981794748 0.0008800919606293555 0.0005287980563098471 0.0002807795046138902 0.0010894439967767929
polici 0.0007697402574154628 0.0009698972627343918 0.0029869944261826497 0.0015860247693054881 0.00012892828364222402
accord 0.001127758981794748 0.001059702564839428 0.0021437759039588393 0.0011382952889752308 0.00014182111200644642
use 0.0010024524282619982 0.001400962712838566 0.0007860511647849078 0.0004173749392909179 0.00036099919419822725
agricultur 0.00014320748975171402 0.005945110999353402 2.8583678719451193e-05 1.5177270519669742e-05 4.5124899274778406e-05
remain 0.0008413440022913199 0.0006465981751562612 0.0011576389881377733 0.0006146794560466245 0.0005157131345688961
bill 0.00017900936218964253 0.0018679502837847548 0.0030298699442618264 0.0016087906750849928 3.2232070910556004e-05
annual 0.0007160374487585701 0.000628637114735254 0.0002858367871945119 0.00015177270519669742 0.001057211925866237
bpd 0.006068417378228882 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 1.2892828364222402e-05
addit 0.0005549290227878918 0.0008800919606293555 0.00037158782335286553 0.00019730451675570665 0.0007026591458501208
jan 7.160374487585701e-05 3.5922120842014515e-05 5.7167357438902387e-05 3.0354541039339484e-05 0.002017727639000806
program 0.0005012262141309991 0.004005316473884618 0.00017150207231670717 9.106362311801845e-05 0.00025141015310233683
investor 0.00025061310706549954 5.388318126302177e-05 0.000671716449907103 0.00035666585721223895 0.00020628525382755843
econom 0.0009129477471671769 0.0006825202959982757 0.0028583678719451195 0.0015177270519669743 0.00013537469782433522
energi 0.003777097542201457 5.388318126302177e-05 2.8583678719451193e-05 1.5177270519669742e-05 0.00042546333601933925
p 1.7900936218964253e-05 1.7961060421007258e-05 2.8583678719451193e-05 1.5177270519669742e-05 0.0015342465753424657
onli 0.001074056173137855 0.0013111574107335297 0.0011147634700585966 0.00059191355026712 0.00030942788074133764
well 0.002130211410056746 0.0004490265105251814 0.000600257253108475 0.0003187226809130646 0.000547945205479452
fiscal 0.00032221685194135655 0.0003771822688411524 0.0005430898956695727 0.0002883681398737251 0.0015278001611603545
associ 0.0005012262141309991 0.0011674689273654716 0.0003287123052736887 0.00017453861097620205 0.0005350523771152296
eight 0.0003759196605982493 0.00035922120842014514 0.0004859225382306703 0.00025801359883438564 0.0013344077356970186
st 5.370280865689276e-05 0.00021553272505208708 2.8583678719451193e-05 1.5177270519669742e-05 0.0018436744560838033
west 0.0008950468109482126 0.0004490265105251814 0.002086608546519937 0.0011079407479358911 0.00027074939564867043
sold 0.00025061310706549954 0.0008441698397873411 0.0004287551807917679 0.00022765905779504613 0.00033521353746978244
talk 0.0004654243416930706 0.0008082477189453266 0.0008718022009432614 0.00046290675084992717 0.00012892828364222402
part 0.0005907308952258203 0.0008082477189453266 0.0004430470201514935 0.00023524769305488101 0.00034810636583400484
transact 0.00016110842597067828 0.00014368848336805806 0.0007003001286265542 0.0003718431277319087 0.00011603545527800161
provid 0.00042962246925514207 0.0007184424168402903 0.0010433042732599686 0.0005539703739679456 0.00027074939564867043
minist 0.0025240320068739596 0.0006106760543142467 0.0017578962412462483 0.0009334021369596892 1.2892828364222402e-05
charg 0.00021481123462757103 7.184424168402903e-05 4.287551807917679e-05 2.2765905779504613e-05 0.0017147461724415793
uk 0.00032221685194135655 0.000700481356419283 0.002543947406031156 0.001350777076250607 0.00021917808219178083
base 0.0006623346401016773 0.0005927149938932395 0.000886094040302987 0.00047049538610976203 0.00043190975020145046
account 0.0003401177881603208 0.00030533802715712333 0.0010861797913391453 0.0005767362797474503 0.0011216760676873488
effect 0.0011098580455757836 0.0005567928730512249 0.0009003858796627125 0.0004780840213695969 0.0007477840451248993
figur 0.0007518393211964986 0.001472806954522595 0.0006288409318279262 0.0003338999514327343 0.0009153908138597905
yesterday 0.0008950468109482126 0.000628637114735254 0.0014006002572531085 0.0007436862554638174 0.00019983883964544723
hi 0.0007876411936344271 0.0005567928730512249 0.0008575103615835358 0.00045531811559009226 0.00019339242546333602
help 0.0013246692802033545 0.000628637114735254 0.00191510647420323 0.0010168771248178728 0.00026430298146655923
comment 0.0002327121708465353 0.000628637114735254 0.0013148492210947548 0.0006981544439048082 0.00018694601128122482
canadian 0.0008950468109482126 0.0011135857461024498 0.0004001715020723167 0.0002124817872753764 0.00041257050765511685
amount 0.00042962246925514207 0.0007543645376823048 0.0009289695583821638 0.0004932612918892666 0.000547945205479452
plc 0.00019691029840860678 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.0007348912167606769
pretax 1.7900936218964253e-05 3.5922120842014515e-05 1.4291839359725597e-05 7.588635259834871e-06 0.0016825141015310234
right 0.0004833252779120348 0.0001257274229470508 0.00020008575103615836 0.0001062408936376882 0.00039967767929089445
takeov 8.950468109482126e-05 1.7961060421007258e-05 1.4291839359725597e-05 7.588635259834871e-06 0.00017405318291700242
seven 0.0002327121708465353 0.0006465981751562612 0.0002715449478347863 0.00014418406993686256 0.0012377115229653506
improv 0.0005191271503499633 0.0005927149938932395 0.0005002143775903959 0.0002656022340942205 0.001095890410958904
need 0.0011814617904516405 0.0010776636252604354 0.0013720165785336574 0.0007285089849441476 0.00016760676873489122
union 0.0005549290227878918 0.0022451325526259072 0.00037158782335286553 0.00019730451675570665 0.00018049959709911362
